experiment_date,file,succes,error,diff,steps,time
2019-10-28,2011-01-17.graphml,True,0.010490201223220197,9.808539219238681e-05,116,0.5867500305175781
2019-10-28,2013-01-14.graphml,True,0.17629874158910752,9.97500867595793e-05,122,0.8639330863952637
